Enrollment,Program,CGPA,12th Percentage,Board,Medium of Education,Native,Mode of Transportation,Family Annual Income(in lakhs),laptop,Members Earning in Family,Gender,Disability Status,Family Structure,Number of Students in Family,Intrested in higher studies in India,Interested in Higher Studies Abroad,Education Loan Taken,Father's Occupation,Extracurricular Participation,Achievements/Recognition in Extracurricular Activities,Community Service Participation,Positions of Responsibility Held,Internet Access,Distance from Home to University,Parents' Education Level,Chronic Illness or Disability
1134,CSE,8.63,81.68,CBSE,Marathi,Bharuch,University Bus,Below 5,Yes,3,Female,Yes,Orphaned,5,No,No,No,Farmer,No,No,Yes,Yes,No,18.9,High School,Yes
1135,BBA,5.1,87.71,CBSE,Gujarati,Ahmedabad,Personal car,10-15,No,5,Male,No,Orphaned,3,No,Yes,Yes,Other,Yes,No,No,No,No,17.2,Undergraduate,No
1136,Chemical,7.65,93.68,ICSE,English,Rajkot,Personal bike,5-10,No,3,Female,No,Single-parent,1,No,No,Yes,Labour,No,Yes,No,No,Yes,13.2,Postgraduate,Yes
1137,CSE,6.53,80.31,ICSE,English,Bharuch,Personal bike,Above 20,Yes,5,Female,Yes,Single-parent,2,No,Yes,Yes,Govt. Employee,No,No,Yes,No,No,34.6,Undergraduate,Yes
1138,BBA,9.09,57.03,ICSE,Gujarati,Rajkot,University Bus,15-20,No,4,Other,No,Both parents,2,No,No,Yes,Business,Yes,Yes,Yes,No,Yes,48.0,Undergraduate,Yes
1139,CSE,5.36,63.18,CBSE,English,Surat,Public Transport,10-15,No,3,Female,Yes,Both parents,3,Yes,No,Yes,Other,No,No,No,No,No,10.3,Postgraduate,Yes
1140,BBA,5.27,97.13,ICSE,Hindi,Vadodara,Personal bike,5-10,No,1,Female,Yes,Single-parent,4,Yes,No,Yes,Govt. Employee,No,Yes,Yes,No,No,13.5,Undergraduate,No
1141,Chemical,5.64,74.11,ICSE,Gujarati,Bharuch,Personal car,10-15,No,1,Male,No,Orphaned,1,No,Yes,No,Labour,No,No,Yes,Yes,No,38.9,Postgraduate,No
1142,Chemical,8.43,90.62,State Board,English,Ahmedabad,Personal bike,15-20,Yes,1,Male,No,Orphaned,5,Yes,No,No,Other,No,No,No,Yes,No,38.3,High School,No
1143,Chemical,6.7,66.24,State Board,Hindi,Rajkot,Public Transport,Above 20,No,1,Male,Yes,Orphaned,3,No,Yes,Yes,Govt. Employee,Yes,No,No,Yes,Yes,23.1,Postgraduate,No
1144,CSE,5.88,53.64,ICSE,Hindi,Bharuch,Personal bike,Below 5,Yes,5,Female,No,Both parents,5,Yes,No,No,Govt. Employee,Yes,No,No,Yes,Yes,33.5,Postgraduate,Yes
1145,CSE,8.69,96.26,State Board,Marathi,Bharuch,Personal bike,5-10,Yes,3,Other,Yes,Orphaned,4,Yes,Yes,Yes,Business,Yes,Yes,Yes,Yes,Yes,46.0,Postgraduate,Yes
1146,Chemical,9.31,54.51,ICSE,English,Vadodara,Personal car,15-20,Yes,3,Other,No,Orphaned,2,Yes,No,Yes,Business,No,Yes,No,No,Yes,29.0,High School,Yes
1147,FEHS,6.93,69.08,ICSE,Gujarati,Vadodara,Public Transport,5-10,No,4,Female,No,Single-parent,1,No,Yes,Yes,Other,Yes,No,Yes,Yes,Yes,10.8,Undergraduate,No
1148,CSE,8.18,94.58,CBSE,Hindi,Vadodara,University Bus,Below 5,No,5,Other,No,Single-parent,3,No,No,Yes,Labour,No,No,No,No,No,36.1,Postgraduate,Yes
1149,Chemical,7.29,78.76,CBSE,Marathi,Surat,Personal bike,15-20,Yes,3,Female,Yes,Both parents,4,Yes,No,No,Other,Yes,No,No,No,No,32.0,Undergraduate,No
1150,BBA,5.43,60.66,State Board,Marathi,Ahmedabad,Personal bike,Below 5,No,5,Female,No,Both parents,4,No,No,Yes,Other,Yes,Yes,No,Yes,Yes,16.0,Postgraduate,Yes
1151,CSE,5.03,76.01,State Board,Gujarati,Bharuch,Personal car,10-15,Yes,1,Male,No,Single-parent,2,No,Yes,Yes,Labour,No,No,No,Yes,No,39.0,Undergraduate,No
1152,Chemical,9.08,88.88,ICSE,Marathi,Rajkot,Public Transport,5-10,No,2,Male,Yes,Single-parent,2,Yes,No,No,Govt. Employee,No,Yes,Yes,Yes,No,31.9,Postgraduate,Yes
1153,BBA,9.77,73.17,State Board,Hindi,Vadodara,Personal bike,15-20,No,1,Other,No,Single-parent,2,No,No,No,Other,No,No,Yes,No,Yes,30.6,High School,Yes
1154,Chemical,6.55,68.17,State Board,Marathi,Surat,Public Transport,Above 20,Yes,1,Other,No,Orphaned,1,No,No,No,Farmer,No,No,No,Yes,No,18.0,Postgraduate,No
1155,BBA,5.78,54.74,State Board,Gujarati,Ahmedabad,Personal car,15-20,No,1,Male,No,Orphaned,3,Yes,Yes,No,Other,Yes,Yes,Yes,Yes,No,20.3,Postgraduate,Yes
1156,FEHS,6.47,88.51,CBSE,Gujarati,Bharuch,Personal bike,Above 20,Yes,2,Other,Yes,Single-parent,4,Yes,No,No,Other,Yes,No,Yes,Yes,No,26.5,Undergraduate,Yes
1157,Chemical,8.31,58.52,State Board,Hindi,Rajkot,Personal car,15-20,Yes,3,Male,Yes,Single-parent,3,No,No,No,Other,No,Yes,Yes,No,No,20.2,Postgraduate,Yes
1158,BBA,9.07,59.99,CBSE,Hindi,Ahmedabad,Public Transport,5-10,No,5,Female,No,Single-parent,3,Yes,Yes,No,Other,No,Yes,No,No,Yes,25.7,Undergraduate,Yes
1159,Chemical,9.19,61.61,State Board,Gujarati,Bharuch,Personal bike,Below 5,Yes,5,Male,Yes,Orphaned,1,No,Yes,No,Business,Yes,No,Yes,Yes,No,39.5,Undergraduate,No
1160,BBA,9.77,76.67,State Board,English,Surat,University Bus,Above 20,Yes,1,Female,No,Both parents,5,Yes,No,Yes,Farmer,Yes,No,Yes,No,No,21.7,High School,No
1161,BBA,9.71,96.97,ICSE,Marathi,Rajkot,Personal bike,Above 20,No,2,Female,Yes,Both parents,1,Yes,Yes,No,Other,No,Yes,Yes,Yes,Yes,5.5,High School,Yes
1162,CSE,7.69,96.21,State Board,Gujarati,Vadodara,Personal bike,10-15,No,1,Other,No,Single-parent,2,Yes,Yes,No,Labour,No,No,No,Yes,No,30.9,High School,No
1163,FEHS,8.71,91.12,ICSE,Marathi,Vadodara,University Bus,Below 5,No,3,Female,Yes,Orphaned,1,Yes,No,No,Farmer,Yes,No,Yes,No,No,34.3,Postgraduate,Yes
1164,CSE,5.67,89.75,ICSE,Marathi,Vadodara,Personal car,10-15,Yes,1,Male,No,Single-parent,5,No,No,Yes,Business,Yes,No,No,No,No,25.7,High School,Yes
1165,CSE,8.67,84.47,CBSE,English,Rajkot,Public Transport,Above 20,No,3,Other,No,Orphaned,4,No,No,Yes,Govt. Employee,No,Yes,Yes,Yes,No,8.9,High School,No
1166,FEHS,9.19,66.91,State Board,Gujarati,Bharuch,Personal car,Above 20,Yes,5,Male,Yes,Single-parent,2,No,Yes,No,Labour,No,Yes,No,Yes,Yes,20.7,Undergraduate,Yes
1167,Chemical,7.36,97.89,ICSE,Marathi,Vadodara,Personal car,Above 20,Yes,1,Male,Yes,Both parents,4,Yes,No,No,Labour,No,No,No,No,No,47.9,Undergraduate,Yes
1168,Chemical,9.46,60.24,CBSE,English,Surat,Personal car,Above 20,No,2,Female,No,Both parents,5,No,Yes,No,Govt. Employee,Yes,No,No,No,No,23.4,Postgraduate,No
1169,Chemical,5.41,81.25,CBSE,Marathi,Vadodara,Public Transport,Above 20,No,3,Other,Yes,Orphaned,5,No,No,No,Farmer,No,Yes,No,Yes,Yes,9.8,Postgraduate,Yes
1170,FEHS,7.54,66.34,CBSE,English,Bharuch,Public Transport,15-20,No,5,Female,No,Orphaned,4,No,No,Yes,Farmer,Yes,No,Yes,Yes,No,23.1,Undergraduate,No
1171,CSE,8.43,78.67,ICSE,English,Bharuch,Personal car,15-20,No,3,Other,Yes,Both parents,3,No,No,Yes,Other,No,Yes,No,Yes,No,15.7,High School,No
1172,Chemical,6.75,83.31,ICSE,English,Ahmedabad,Public Transport,10-15,Yes,5,Other,Yes,Both parents,3,No,No,No,Govt. Employee,No,No,Yes,No,No,4.9,Undergraduate,No
1173,CSE,5.74,65.32,CBSE,Gujarati,Vadodara,University Bus,Above 20,No,5,Other,No,Orphaned,5,No,No,Yes,Other,Yes,No,Yes,No,Yes,15.2,High School,Yes
1174,CSE,7.16,98.5,State Board,English,Vadodara,University Bus,5-10,Yes,1,Male,No,Orphaned,1,No,Yes,Yes,Other,Yes,No,No,Yes,Yes,39.4,High School,Yes
1175,Chemical,8.33,96.44,State Board,Marathi,Ahmedabad,Public Transport,Above 20,No,5,Female,Yes,Both parents,4,No,No,Yes,Business,Yes,Yes,No,Yes,Yes,9.8,Undergraduate,No
1176,Chemical,9.54,84.98,CBSE,Gujarati,Surat,Personal car,Above 20,No,4,Other,No,Single-parent,5,No,Yes,Yes,Business,Yes,No,No,No,No,31.5,High School,Yes
1177,Chemical,5.08,81.83,ICSE,Marathi,Bharuch,Personal car,Above 20,Yes,3,Other,Yes,Orphaned,4,No,Yes,No,Govt. Employee,Yes,No,Yes,No,Yes,29.1,Undergraduate,No
1178,Chemical,7.56,72.57,ICSE,Marathi,Surat,University Bus,Below 5,No,4,Male,No,Both parents,1,No,No,No,Govt. Employee,No,No,Yes,No,No,21.5,Undergraduate,No
1179,Chemical,5.05,80.43,ICSE,English,Surat,Personal car,10-15,Yes,4,Other,Yes,Both parents,4,Yes,No,No,Labour,No,Yes,Yes,No,No,19.0,High School,No
1180,FEHS,8.59,83.42,CBSE,Gujarati,Surat,Personal bike,Below 5,Yes,5,Other,Yes,Both parents,1,Yes,No,Yes,Farmer,Yes,Yes,Yes,Yes,No,15.3,High School,No
1181,CSE,9.69,87.81,ICSE,English,Vadodara,Personal car,5-10,No,2,Male,Yes,Both parents,2,Yes,No,No,Other,Yes,Yes,Yes,No,No,22.0,High School,Yes
1182,CSE,8.62,58.1,CBSE,English,Vadodara,Personal bike,5-10,Yes,2,Male,No,Single-parent,5,Yes,Yes,No,Business,Yes,Yes,Yes,No,No,41.6,Undergraduate,No
1183,FEHS,7.68,50.29,CBSE,Hindi,Bharuch,Personal bike,15-20,No,2,Male,No,Single-parent,1,No,No,No,Govt. Employee,No,No,No,Yes,Yes,47.1,High School,No
1184,Chemical,5.93,77.72,ICSE,Gujarati,Ahmedabad,Personal bike,Below 5,No,2,Female,No,Single-parent,5,No,Yes,No,Other,Yes,Yes,No,No,No,13.6,Postgraduate,No
1185,Chemical,6.23,77.93,CBSE,Hindi,Bharuch,Public Transport,5-10,Yes,2,Other,Yes,Single-parent,2,Yes,No,No,Business,Yes,No,Yes,No,No,39.5,Postgraduate,Yes
1186,Chemical,5.57,86.57,CBSE,Marathi,Surat,Personal car,10-15,Yes,1,Male,Yes,Both parents,3,No,Yes,Yes,Business,No,No,Yes,No,No,25.3,Postgraduate,Yes
1187,Chemical,6.61,83.43,State Board,English,Vadodara,Personal car,10-15,No,5,Female,No,Both parents,2,No,Yes,No,Govt. Employee,No,Yes,No,No,No,38.1,High School,Yes
1188,BBA,5.92,57.4,ICSE,English,Bharuch,Personal car,10-15,Yes,5,Female,Yes,Single-parent,1,No,No,Yes,Other,No,Yes,Yes,Yes,No,39.2,Undergraduate,Yes
1189,Chemical,8.73,95.81,ICSE,Gujarati,Ahmedabad,Personal bike,Below 5,Yes,2,Other,No,Single-parent,1,Yes,Yes,Yes,Business,Yes,No,No,No,No,39.5,Postgraduate,No
1190,BBA,5.89,74.62,CBSE,Gujarati,Surat,Personal bike,Below 5,Yes,5,Other,Yes,Both parents,5,Yes,No,Yes,Farmer,Yes,Yes,No,No,Yes,12.2,Undergraduate,Yes
1191,Chemical,9.72,57.89,State Board,Hindi,Bharuch,University Bus,5-10,No,5,Other,Yes,Single-parent,2,Yes,No,Yes,Govt. Employee,Yes,Yes,Yes,Yes,Yes,49.5,High School,No
1192,Chemical,8.74,97.71,ICSE,Gujarati,Vadodara,Public Transport,15-20,No,4,Male,No,Both parents,3,No,No,No,Other,Yes,Yes,Yes,No,Yes,35.9,High School,Yes
1193,BBA,6.56,79.22,ICSE,Marathi,Surat,Public Transport,10-15,No,3,Male,No,Single-parent,4,No,No,Yes,Farmer,No,Yes,No,Yes,No,49.8,High School,No
1194,FEHS,9.88,85.08,CBSE,Gujarati,Vadodara,Personal bike,Below 5,No,4,Other,Yes,Single-parent,5,Yes,Yes,No,Govt. Employee,Yes,No,Yes,Yes,Yes,26.0,Postgraduate,Yes
1195,Chemical,7.74,58.33,ICSE,Gujarati,Rajkot,Public Transport,5-10,Yes,4,Male,Yes,Single-parent,4,Yes,Yes,Yes,Business,Yes,Yes,No,Yes,Yes,22.1,Postgraduate,No
1196,CSE,7.77,89.69,CBSE,Gujarati,Bharuch,Personal bike,Above 20,Yes,5,Male,No,Single-parent,2,No,Yes,Yes,Govt. Employee,No,No,No,No,Yes,20.1,High School,Yes
1197,FEHS,6.49,99.42,ICSE,Gujarati,Surat,University Bus,15-20,No,5,Male,No,Orphaned,4,No,Yes,Yes,Business,Yes,Yes,No,No,Yes,42.4,Undergraduate,Yes
1198,FEHS,6.5,78.08,CBSE,Gujarati,Ahmedabad,Personal bike,Below 5,Yes,5,Female,Yes,Orphaned,4,No,Yes,No,Labour,Yes,No,Yes,No,Yes,22.3,Undergraduate,Yes
1199,FEHS,7.96,65.42,State Board,Hindi,Vadodara,University Bus,Above 20,No,2,Female,No,Single-parent,5,Yes,Yes,Yes,Other,Yes,No,No,Yes,No,11.2,Undergraduate,Yes
1200,CSE,5.52,86.15,CBSE,Gujarati,Bharuch,Public Transport,10-15,No,1,Female,Yes,Orphaned,3,Yes,No,No,Farmer,No,Yes,No,Yes,No,4.4,Undergraduate,No
1201,FEHS,6.03,83.55,CBSE,English,Surat,Public Transport,Below 5,Yes,2,Other,Yes,Both parents,3,Yes,Yes,Yes,Farmer,Yes,Yes,No,Yes,Yes,27.0,Postgraduate,No
1202,FEHS,5.26,60.54,State Board,Hindi,Bharuch,Public Transport,15-20,Yes,5,Other,Yes,Both parents,5,No,Yes,Yes,Govt. Employee,Yes,Yes,No,No,No,46.7,Undergraduate,Yes
1203,FEHS,7.78,78.11,ICSE,Marathi,Surat,University Bus,10-15,No,5,Other,Yes,Single-parent,4,Yes,No,No,Business,No,No,Yes,No,No,20.8,High School,No
1204,CSE,8.88,83.35,State Board,Hindi,Vadodara,Personal bike,5-10,Yes,5,Male,No,Orphaned,5,No,No,No,Govt. Employee,Yes,No,Yes,No,No,15.7,Postgraduate,No
1205,Chemical,5.71,50.97,CBSE,Marathi,Bharuch,Personal bike,Below 5,Yes,5,Female,Yes,Both parents,3,No,No,Yes,Other,Yes,No,No,No,Yes,44.1,High School,No
1206,Chemical,6.78,84.71,State Board,Hindi,Rajkot,University Bus,Above 20,Yes,4,Female,Yes,Orphaned,3,Yes,Yes,Yes,Labour,No,Yes,Yes,Yes,Yes,15.6,High School,No
1207,Chemical,8.52,75.86,ICSE,Marathi,Surat,Public Transport,Below 5,Yes,1,Female,Yes,Single-parent,3,Yes,Yes,Yes,Govt. Employee,No,Yes,Yes,Yes,No,48.8,Postgraduate,No
1208,BBA,8.54,78.38,State Board,Marathi,Surat,University Bus,15-20,Yes,2,Female,Yes,Both parents,2,Yes,Yes,Yes,Govt. Employee,Yes,Yes,Yes,No,No,11.7,High School,Yes
1209,FEHS,6.19,58.77,ICSE,English,Bharuch,Public Transport,5-10,No,1,Male,No,Both parents,3,No,No,No,Farmer,Yes,Yes,Yes,Yes,No,6.8,Postgraduate,No
1210,BBA,9.42,95.19,CBSE,English,Vadodara,University Bus,15-20,No,5,Male,Yes,Both parents,5,No,Yes,No,Govt. Employee,Yes,Yes,Yes,No,No,38.2,Postgraduate,No
1211,Chemical,9.82,62.42,State Board,Marathi,Rajkot,Personal car,Above 20,Yes,1,Female,Yes,Orphaned,4,No,Yes,No,Business,Yes,No,No,Yes,No,19.6,High School,Yes
1212,BBA,5.58,62.29,State Board,Hindi,Rajkot,Public Transport,15-20,Yes,4,Other,No,Single-parent,5,No,No,No,Labour,No,Yes,No,No,No,37.4,Undergraduate,Yes
1213,BBA,5.8,68.82,State Board,Gujarati,Surat,Public Transport,15-20,Yes,3,Female,Yes,Orphaned,3,Yes,Yes,No,Business,No,Yes,Yes,No,Yes,9.2,Undergraduate,No
1214,CSE,9.96,82.25,ICSE,Gujarati,Vadodara,Public Transport,Above 20,No,2,Other,No,Single-parent,2,Yes,Yes,No,Farmer,Yes,Yes,Yes,Yes,Yes,21.6,High School,No
1215,Chemical,6.78,54.03,ICSE,Hindi,Rajkot,Personal bike,5-10,Yes,3,Female,Yes,Orphaned,5,Yes,Yes,Yes,Govt. Employee,No,Yes,Yes,No,Yes,23.0,Undergraduate,No
1216,CSE,6.34,96.26,CBSE,Hindi,Bharuch,University Bus,Below 5,Yes,3,Male,Yes,Both parents,5,No,No,No,Govt. Employee,No,No,No,Yes,No,23.4,High School,Yes
1217,FEHS,5.97,50.14,CBSE,Marathi,Surat,Personal car,Below 5,No,2,Female,Yes,Both parents,2,Yes,Yes,Yes,Govt. Employee,No,Yes,No,Yes,No,2.4,High School,Yes
1218,BBA,9.05,67.39,State Board,English,Rajkot,Public Transport,Below 5,No,4,Male,Yes,Single-parent,5,No,Yes,Yes,Labour,No,No,No,Yes,No,1.0,Undergraduate,No
1219,CSE,9.34,81.84,CBSE,English,Bharuch,University Bus,15-20,No,5,Other,Yes,Single-parent,5,No,Yes,Yes,Labour,Yes,No,Yes,Yes,No,26.1,Undergraduate,Yes
1220,CSE,9.55,99.52,ICSE,English,Bharuch,University Bus,Below 5,Yes,2,Male,No,Orphaned,2,Yes,No,Yes,Farmer,Yes,No,Yes,Yes,No,27.3,Postgraduate,Yes
1221,FEHS,7.75,96.02,State Board,English,Surat,University Bus,5-10,No,2,Other,Yes,Single-parent,3,Yes,No,Yes,Govt. Employee,No,No,No,Yes,Yes,42.9,Undergraduate,Yes
1222,FEHS,8.95,89.17,ICSE,Hindi,Vadodara,University Bus,Below 5,Yes,2,Male,Yes,Single-parent,5,Yes,No,No,Govt. Employee,No,No,Yes,Yes,No,3.2,High School,Yes
1223,CSE,5.38,61.1,ICSE,Hindi,Ahmedabad,Personal bike,5-10,No,4,Other,Yes,Both parents,2,No,Yes,Yes,Farmer,No,Yes,Yes,Yes,No,39.6,Postgraduate,Yes
1224,FEHS,7.25,51.4,State Board,Hindi,Surat,Public Transport,10-15,Yes,4,Other,No,Single-parent,2,No,Yes,No,Business,Yes,Yes,Yes,Yes,Yes,44.5,High School,Yes
1225,Chemical,7.69,52.73,CBSE,Marathi,Vadodara,Personal bike,5-10,Yes,1,Female,Yes,Single-parent,1,Yes,Yes,Yes,Business,No,No,No,Yes,No,10.9,High School,No
1226,CSE,8.45,51.63,State Board,Hindi,Surat,Personal bike,15-20,No,4,Other,Yes,Orphaned,2,No,Yes,No,Other,Yes,No,Yes,No,No,37.9,Undergraduate,No
1227,BBA,6.16,55.1,CBSE,Hindi,Rajkot,Personal bike,10-15,No,4,Other,Yes,Single-parent,4,No,No,Yes,Farmer,Yes,No,Yes,Yes,No,24.8,High School,No
1228,BBA,8.69,81.88,CBSE,Hindi,Rajkot,Personal car,5-10,Yes,1,Other,No,Orphaned,2,Yes,No,No,Business,No,No,No,Yes,No,20.6,High School,No
1229,FEHS,9.79,70.3,State Board,English,Bharuch,University Bus,Above 20,No,5,Female,No,Orphaned,2,Yes,Yes,No,Other,No,Yes,Yes,No,Yes,19.6,Undergraduate,No
1230,FEHS,8.66,87.16,ICSE,English,Vadodara,University Bus,Above 20,No,2,Male,No,Both parents,3,No,Yes,Yes,Business,No,Yes,Yes,Yes,No,48.9,Undergraduate,Yes
1231,Chemical,9.43,89.89,CBSE,Marathi,Bharuch,Personal car,Below 5,No,1,Other,No,Single-parent,4,No,No,No,Govt. Employee,Yes,No,No,Yes,Yes,9.9,High School,No
1232,Chemical,8.53,88.09,ICSE,Hindi,Vadodara,Personal bike,5-10,Yes,4,Female,No,Orphaned,5,No,Yes,Yes,Govt. Employee,Yes,Yes,No,Yes,No,12.1,Undergraduate,Yes
1233,BBA,5.03,98.27,ICSE,Marathi,Ahmedabad,Personal bike,15-20,No,3,Other,No,Single-parent,4,Yes,Yes,No,Farmer,No,No,No,No,Yes,28.7,Postgraduate,No
1234,BBA,6.09,82.6,State Board,Hindi,Bharuch,Public Transport,15-20,No,3,Female,Yes,Single-parent,4,No,No,Yes,Labour,Yes,Yes,Yes,No,No,16.2,Postgraduate,Yes
1235,CSE,6.32,67.97,CBSE,English,Vadodara,University Bus,Above 20,No,5,Male,No,Single-parent,1,No,No,No,Other,Yes,No,Yes,No,Yes,7.4,Postgraduate,No
1236,CSE,7.16,81.05,CBSE,English,Rajkot,Personal bike,Below 5,Yes,2,Female,No,Single-parent,2,No,Yes,No,Business,No,No,No,Yes,Yes,18.3,High School,No
1237,CSE,7.79,93.05,CBSE,English,Bharuch,University Bus,5-10,Yes,1,Female,Yes,Single-parent,3,No,No,No,Business,Yes,Yes,Yes,Yes,No,4.4,High School,No
1238,BBA,7.26,68.99,State Board,Gujarati,Ahmedabad,Personal car,Above 20,Yes,2,Male,No,Single-parent,4,Yes,No,Yes,Govt. Employee,No,No,Yes,Yes,Yes,28.4,High School,Yes
1239,BBA,9.11,53.25,CBSE,Gujarati,Bharuch,Personal car,10-15,Yes,4,Female,Yes,Both parents,3,No,Yes,No,Farmer,No,No,No,Yes,Yes,2.0,High School,No
1240,FEHS,7.3,73.71,ICSE,Gujarati,Ahmedabad,Public Transport,Below 5,Yes,4,Other,Yes,Single-parent,1,Yes,No,Yes,Business,Yes,No,No,No,No,41.4,Postgraduate,No
1241,FEHS,5.72,79.75,State Board,Gujarati,Ahmedabad,University Bus,10-15,Yes,4,Other,No,Single-parent,3,No,Yes,No,Other,No,Yes,No,Yes,No,35.1,Undergraduate,Yes
1242,BBA,6.44,58.42,CBSE,Marathi,Ahmedabad,Public Transport,15-20,Yes,5,Other,Yes,Single-parent,3,No,Yes,No,Business,No,Yes,Yes,No,No,45.5,High School,Yes
1243,CSE,6.03,79.67,State Board,Gujarati,Vadodara,University Bus,15-20,No,3,Other,No,Single-parent,4,No,No,No,Farmer,Yes,No,Yes,Yes,No,36.4,Postgraduate,Yes
1244,Chemical,6.96,81.87,State Board,Gujarati,Bharuch,Personal car,10-15,No,2,Female,Yes,Single-parent,1,No,Yes,Yes,Other,Yes,No,Yes,No,No,23.9,Postgraduate,Yes
1245,Chemical,7.84,75.98,CBSE,Hindi,Rajkot,Public Transport,15-20,No,4,Male,No,Both parents,5,Yes,Yes,No,Business,Yes,Yes,No,Yes,Yes,11.9,Undergraduate,Yes
1246,BBA,9.52,93.97,State Board,Hindi,Vadodara,University Bus,5-10,Yes,4,Male,No,Single-parent,1,No,Yes,No,Other,No,No,No,No,Yes,11.4,High School,Yes
1247,Chemical,5.44,71.83,CBSE,Marathi,Rajkot,Personal car,Above 20,Yes,1,Female,No,Orphaned,5,Yes,No,No,Other,Yes,No,No,Yes,No,9.7,Undergraduate,Yes
1248,CSE,9.6,55.34,ICSE,Gujarati,Vadodara,Personal car,15-20,Yes,4,Male,Yes,Both parents,1,Yes,Yes,No,Business,Yes,Yes,Yes,No,Yes,48.7,Undergraduate,No
1249,Chemical,8.9,55.22,State Board,Hindi,Bharuch,Personal car,10-15,No,2,Male,No,Single-parent,1,Yes,No,No,Farmer,Yes,No,Yes,Yes,No,5.2,Undergraduate,No
1250,CSE,6.0,69.52,CBSE,English,Ahmedabad,University Bus,15-20,No,2,Other,No,Single-parent,2,No,No,Yes,Farmer,Yes,Yes,Yes,Yes,No,17.8,Undergraduate,No
1251,FEHS,7.24,76.66,ICSE,Hindi,Ahmedabad,Personal bike,15-20,Yes,1,Male,Yes,Orphaned,1,Yes,Yes,Yes,Govt. Employee,No,Yes,No,Yes,Yes,47.4,Postgraduate,Yes
1252,Chemical,6.89,57.91,State Board,Hindi,Rajkot,University Bus,15-20,Yes,2,Male,Yes,Both parents,2,Yes,No,Yes,Other,No,No,No,Yes,No,45.2,Postgraduate,No
1253,BBA,7.85,78.42,CBSE,Hindi,Ahmedabad,Public Transport,10-15,Yes,2,Other,No,Single-parent,2,Yes,Yes,Yes,Labour,Yes,Yes,Yes,Yes,Yes,27.9,High School,Yes
1254,Chemical,6.72,57.83,State Board,Hindi,Rajkot,University Bus,Below 5,No,1,Female,No,Both parents,4,Yes,Yes,Yes,Business,Yes,Yes,No,No,Yes,24.8,Undergraduate,No
1255,Chemical,8.63,97.05,CBSE,English,Ahmedabad,Public Transport,15-20,No,5,Female,No,Single-parent,4,Yes,Yes,Yes,Labour,No,No,No,No,Yes,19.9,Postgraduate,Yes
1256,Chemical,6.68,86.66,State Board,Hindi,Surat,University Bus,Below 5,No,3,Male,No,Single-parent,5,Yes,No,Yes,Business,No,No,Yes,Yes,Yes,45.8,Undergraduate,No
1257,Chemical,5.23,59.15,State Board,Hindi,Surat,Personal bike,5-10,No,5,Other,Yes,Orphaned,5,Yes,No,Yes,Business,Yes,Yes,No,No,Yes,6.6,Undergraduate,No
1258,FEHS,9.03,96.21,State Board,Hindi,Vadodara,University Bus,Above 20,Yes,3,Male,Yes,Orphaned,1,Yes,No,Yes,Business,No,Yes,No,Yes,No,8.5,Undergraduate,No
1259,CSE,6.29,69.91,State Board,Hindi,Surat,Public Transport,10-15,No,1,Other,Yes,Both parents,3,No,No,Yes,Govt. Employee,No,Yes,Yes,Yes,Yes,5.4,High School,No
1260,BBA,9.07,89.35,State Board,Marathi,Surat,Personal bike,Above 20,No,3,Female,Yes,Single-parent,1,No,Yes,Yes,Business,Yes,No,Yes,No,Yes,31.7,High School,Yes
1261,FEHS,8.99,66.44,CBSE,English,Ahmedabad,Public Transport,Above 20,Yes,1,Other,No,Single-parent,5,No,Yes,No,Labour,No,No,No,Yes,Yes,29.9,Postgraduate,Yes
1262,CSE,7.45,55.75,ICSE,Hindi,Vadodara,University Bus,10-15,Yes,1,Male,Yes,Both parents,5,No,No,No,Business,No,Yes,Yes,Yes,Yes,43.7,Postgraduate,No
1263,FEHS,7.98,52.04,State Board,Hindi,Ahmedabad,Public Transport,Above 20,No,1,Other,Yes,Single-parent,1,No,Yes,Yes,Farmer,Yes,No,Yes,No,Yes,46.3,High School,No
1264,CSE,9.52,53.69,ICSE,Marathi,Ahmedabad,Personal car,Above 20,No,4,Male,Yes,Orphaned,2,No,Yes,Yes,Farmer,No,No,Yes,No,No,18.7,Postgraduate,Yes
1265,BBA,9.89,67.8,State Board,English,Rajkot,Personal car,5-10,No,2,Female,Yes,Both parents,3,No,Yes,No,Govt. Employee,Yes,Yes,Yes,No,No,46.8,High School,Yes
1266,BBA,9.83,92.17,CBSE,English,Rajkot,Personal car,5-10,No,2,Female,No,Single-parent,5,Yes,No,Yes,Govt. Employee,Yes,No,No,Yes,No,40.4,Postgraduate,Yes
1267,BBA,6.37,59.78,ICSE,Hindi,Vadodara,University Bus,15-20,No,1,Other,Yes,Single-parent,1,Yes,No,Yes,Business,No,Yes,No,No,No,39.9,High School,Yes
1268,Chemical,7.89,54.48,ICSE,English,Rajkot,University Bus,5-10,Yes,4,Male,Yes,Single-parent,4,Yes,Yes,Yes,Farmer,No,Yes,Yes,Yes,Yes,46.8,High School,Yes
1269,Chemical,6.99,91.23,CBSE,Gujarati,Surat,Public Transport,Above 20,No,2,Other,Yes,Orphaned,1,No,Yes,No,Business,No,No,No,No,Yes,35.1,Undergraduate,Yes
1270,Chemical,9.97,78.93,CBSE,Gujarati,Vadodara,Public Transport,5-10,No,3,Female,No,Orphaned,4,Yes,No,No,Business,Yes,Yes,No,Yes,Yes,10.4,High School,Yes
